lemma,surface_word,seed_node_count,source_node_ids,parts_of_speech,max_degree_score,best_frequency,earliest_age_of_acquisition,mean_concreteness
brodiaea,brodiaea,1,brodiaea::n,n,11,,,
caladium,caladium,1,caladium::n,n,11,,,
call_forth,call forth,1,call_forth::v,v,11,,,
capoten,capoten,1,capoten::n,n,11,,,
cassava_starch,cassava starch,1,cassava_starch::n,n,11,,,
casuarina,casuarina,1,casuarina::n,n,11,,,
catecholamine,catecholamine,1,catecholamine::n,n,11,,,
celiac_trunk,celiac trunk,1,celiac_trunk::n,n,11,,,
ceratozamia,ceratozamia,1,ceratozamia::n,n,11,,,
chalcostigma,chalcostigma,1,chalcostigma::n,n,11,,,
clintonia,clintonia,1,clintonia::n,n,11,,,
common_ginger,common ginger,1,common_ginger::n,n,11,,,
congo_red,congo red,1,congo_red::n,n,11,,,
coronary_sinus,coronary sinus,1,coronary_sinus::n,n,11,,,
cotton_grass,cotton grass,1,cotton_grass::n,n,11,,,
cuprimine,cuprimine,1,cuprimine::n,n,11,,,
cut_down,cut down,1,cut_down::v,v,11,,,3.44
cutting_off,cutting off,1,cutting_off::n,n,11,,,
daylight_vision,daylight vision,1,daylight_vision::n,n,11,,,
dilaudid,dilaudid,1,dilaudid::n,n,11,,,
drosophyllum,drosophyllum,1,drosophyllum::n,n,11,,,
eductor_jet_pump,eductor jet pump,1,eductor_jet_pump::n,n,11,,,
epacris,epacris,1,epacris::n,n,11,,,
erythrina,erythrina,1,erythrina::n,n,11,,,
ethocaine,ethocaine,1,ethocaine::n,n,11,,,
execution_speed,execution speed,1,execution_speed::n,n,11,,,
external_iliac_vein,external iliac vein,1,external_iliac_vein::n,n,11,,,
fringed_pink,fringed pink,1,fringed_pink::n,n,11,,,
given_name,given name,1,given_name::n,n,11,,,
glauconite,glauconite,1,glauconite::n,n,11,,,
gyromitra,gyromitra,1,gyromitra::n,n,11,,,
hemofil,hemofil,1,hemofil::n,n,11,,,
hydraulic_motor,hydraulic motor,1,hydraulic_motor::n,n,11,,,
jenner,jenner,1,jenner::n,n,11,,,
kierkegaard,kierkegaard,1,kierkegaard::n,n,11,,,
kniphofia,kniphofia,1,kniphofia::n,n,11,,,
kotex,kotex,1,kotex::n,n,11,,,
lamisil,lamisil,1,lamisil::n,n,11,,,
law_degree,law degree,1,law_degree::n,n,11,,,
lay_out,lay out,1,lay_out::v,v,11,,,
lemuroidea,lemuroidea,1,lemuroidea::n,n,11,,,
leucothoe,leucothoe,1,leucothoe::n,n,11,,,
listeria_monocytogenes,listeria monocytogenes,1,listeria_monocytogenes::n,n,11,,,
live_together,live together,1,live_together::v,v,11,,,
lots_wife,lots wife,1,lots_wife::n,n,11,,,
lycopodium_obscurum,lycopodium obscurum,1,lycopodium_obscurum::n,n,11,,,
malabsorption_syndrome,malabsorption syndrome,1,malabsorption_syndrome::n,n,11,,,
maxillary_palpus,maxillary palpus,1,maxillary_palpus::n,n,11,,,
mebaral,mebaral,1,mebaral::n,n,11,,,
myxosporidia,myxosporidia,1,myxosporidia::n,n,11,,,
nalfon,nalfon,1,nalfon::n,n,11,,,
neobiotic,neobiotic,1,neobiotic::n,n,11,,,
neophron,neophron,1,neophron::n,n,11,,,
nepenthes,nepenthes,1,nepenthes::n,n,11,,,
norflex,norflex,1,norflex::n,n,11,,,
northern_pitch_pine,northern pitch pine,1,northern_pitch_pine::n,n,11,,,
norvasc,norvasc,1,norvasc::n,n,11,,,
oxidation_number,oxidation number,1,oxidation_number::n,n,11,,,
panic_grass,panic grass,1,panic_grass::n,n,11,,,
paxil,paxil,1,paxil::n,n,11,,,
peloponnesus,peloponnesus,1,peloponnesus::n,n,11,,,
perennial_ragweed,perennial ragweed,1,perennial_ragweed::n,n,11,,,
pim,pim,1,pim::n,n,11,,,
pim_tool,pim tool,1,pim_tool::n,n,11,,,
pitta,pitta,1,pitta::n,n,11,,,
polystichum_scopulinum,polystichum scopulinum,1,polystichum_scopulinum::n,n,11,,,
ponstel,ponstel,1,ponstel::n,n,11,,,
pravachol,pravachol,1,pravachol::n,n,11,,,
princess_pine,princess pine,1,princess_pine::n,n,11,,,
purkinje,purkinje,1,purkinje::n,n,11,,,
pyracantha,pyracantha,1,pyracantha::n,n,11,,,
pyrola,pyrola,1,pyrola::n,n,11,,,
salicylic_alcohol,salicylic alcohol,1,salicylic_alcohol::n,n,11,,,
saligenin,saligenin,1,saligenin::n,n,11,,,
sandboy,sandboy,1,sandboy::n,n,11,,,
serax,serax,1,serax::n,n,11,,,
sex_toy,sex toy,1,sex_toy::n,n,11,,,
shortia,shortia,1,shortia::n,n,11,,,
sliding_bolt,sliding bolt,1,sliding_bolt::n,n,11,,,
solomons_seal,solomons seal,1,solomons_seal::n,n,11,,,
sporanox,sporanox,1,sporanox::n,n,11,,,
steam_ejector,steam ejector,1,steam_ejector::n,n,11,,,
steam_injector,steam injector,1,steam_injector::n,n,11,,,
strophanthus,strophanthus,1,strophanthus::n,n,11,,,
tagamet,tagamet,1,tagamet::n,n,11,,,
thermocompressor,thermocompressor,1,thermocompressor::n,n,11,,,
thorazine,thorazine,1,thorazine::n,n,11,,,
tiliomycetes,tiliomycetes,1,tiliomycetes::n,n,11,,,
tobacco_hornworm,tobacco hornworm,1,tobacco_hornworm::n,n,11,,,
true_blackberry,true blackberry,1,true_blackberry::n,n,11,,,
urochord,urochord,1,urochord::n,n,11,,,
vasotec,vasotec,1,vasotec::n,n,11,,,
viocin,viocin,1,viocin::n,n,11,,,
whole_meal_flour,whole meal flour,1,whole_meal_flour::n,n,11,,,
xeranthemum,xeranthemum,1,xeranthemum::n,n,11,,,
yellow_pea,yellow pea,1,yellow_pea::n,n,11,,,
zimmer,zimmer,1,zimmer::n,n,11,,,
zoloft,zoloft,1,zoloft::n,n,11,,,
zyloprim,zyloprim,1,zyloprim::n,n,11,,,
activase,activase,1,activase::n,n,10,,,
adelges_abietis,adelges abietis,1,adelges_abietis::n,n,10,,,
aegypius,aegypius,1,aegypius::n,n,10,,,
al_hakim,al hakim,1,al_hakim::n,n,10,,,
alkaptonuria,alkaptonuria,1,alkaptonuria::n,n,10,,,
anaphor,anaphor,1,anaphor::n,n,10,,,
angas,angas,1,angas::n,n,10,,,
antabuse,antabuse,1,antabuse::n,n,10,,,
apresoline,apresoline,1,apresoline::n,n,10,,,
arum,arum,1,arum::n,n,10,,,
augustinian,augustinian,1,augustinian::n,n,10,,,
bay_rum,bay rum,1,bay_rum::n,n,10,,,
bedstraw,bedstraw,1,bedstraw::n,n,10,,,
blephilia_hirsuta,blephilia hirsuta,1,blephilia_hirsuta::n,n,10,,,
bone_black,bone black,1,bone_black::n,n,10,,,
bring_back,bring back,1,bring_back::v,v,10,,,3.19
brynhild,brynhild,1,brynhild::n,n,10,,,
cadmium_sulphide,cadmium sulphide,1,cadmium_sulphide::n,n,10,,,
caryophyllales,caryophyllales,1,caryophyllales::n,n,10,,,
celiac_artery,celiac artery,1,celiac_artery::n,n,10,,,
clomid,clomid,1,clomid::n,n,10,,,
cold_weather,cold weather,1,cold_weather::n,n,10,,,
contralto,contralto,1,contralto::n,n,10,,,
corgard,corgard,1,corgard::n,n,10,,,
cowage,cowage,1,cowage::n,n,10,,,
cryptocoryne,cryptocoryne,1,cryptocoryne::n,n,10,,,
deckle,deckle,1,deckle::n,n,10,,,
declomycin,declomycin,1,declomycin::n,n,10,,,
deepfreeze,deepfreeze,1,deepfreeze::n,n,10,,,3.71
dennstaedtiaceae,dennstaedtiaceae,1,dennstaedtiaceae::n,n,10,,,
detached_retina,detached retina,1,detached_retina::n,n,10,,,
digging_up,digging up,1,digging_up::n,n,10,,,
digitaria_ischaemum,digitaria ischaemum,1,digitaria_ischaemum::n,n,10,,,
dombeya,dombeya,1,dombeya::n,n,10,,,
edmond_de_goncourt,edmond de goncourt,1,edmond_de_goncourt::n,n,10,,,
elavil,elavil,1,elavil::n,n,10,,,
elinvar,elinvar,1,elinvar::n,n,10,,,
encephalartos,encephalartos,1,encephalartos::n,n,10,,,
enkaid,enkaid,1,enkaid::n,n,10,,,
epimetheus,epimetheus,1,epimetheus::n,n,10,,,
epiphyllum,epiphyllum,1,epiphyllum::n,n,10,,,
et_al,et al,1,et_al::r,r,10,,,
et_alia,et alia,1,et_alia::r,r,10,,,
et_aliae,et aliae,1,et_aliae::r,r,10,,,
et_alii,et alii,1,et_alii::r,r,10,,,
euphractus,euphractus,1,euphractus::n,n,10,,,
feldene,feldene,1,feldene::n,n,10,,,
flower_stalk,flower stalk,1,flower_stalk::n,n,10,,,
fosamax,fosamax,1,fosamax::n,n,10,,,
gerardia,gerardia,1,gerardia::n,n,10,,,
giving_birth,giving birth,1,giving_birth::n,n,10,,,
go_through,go through,1,go_through::v,v,10,,,
golgi,golgi,1,golgi::n,n,10,,,
granadilla,granadilla,1,granadilla::n,n,10,,,
ground_control,ground control,1,ground_control::n,n,10,,,
halicarnassus,halicarnassus,1,halicarnassus::n,n,10,,,
helianthemum,helianthemum,1,helianthemum::n,n,10,,,
helianthus,helianthus,1,helianthus::n,n,10,,,
helotiaceae,helotiaceae,1,helotiaceae::n,n,10,,,
horsemint,horsemint,1,horsemint::n,n,10,,,
hydrofluoric_acid,hydrofluoric acid,1,hydrofluoric_acid::n,n,10,,,
hypertensin,hypertensin,1,hypertensin::n,n,10,,,
inocor,inocor,1,inocor::n,n,10,,,
kameez,kameez,1,kameez::n,n,10,,,
kavrin,kavrin,1,kavrin::n,n,10,,,
kwell,kwell,1,kwell::n,n,10,,,
lescol,lescol,1,lescol::n,n,10,,,
lignum_vitae,lignum vitae,1,lignum_vitae::n,n,10,,,
lincocin,lincocin,1,lincocin::n,n,10,,,
lobeliaceae,lobeliaceae,1,lobeliaceae::n,n,10,,,
long_chain,long chain,1,long_chain::n,n,10,,,
low_voltage,low voltage,1,low_voltage::a,a,10,,,
lycopodium_clavitum,lycopodium clavitum,1,lycopodium_clavitum::n,n,10,,,
macrozamia,macrozamia,1,macrozamia::n,n,10,,,
mandara,mandara,1,mandara::n,n,10,,,
mantissa,mantissa,1,mantissa::n,n,10,,,
marburg_disease,marburg disease,1,marburg_disease::n,n,10,,,
marsileaceae,marsileaceae,1,marsileaceae::n,n,10,,,
menieres_disease,menieres disease,1,menieres_disease::n,n,10,,,
merthiolate,merthiolate,1,merthiolate::n,n,10,,,
milkwort,milkwort,1,milkwort::n,n,10,,,
minocin,minocin,1,minocin::n,n,10,,,
mohs_scale,mohs scale,1,mohs_scale::n,n,10,,,
monkey_nut,monkey nut,1,monkey_nut::n,n,10,,,
mycobacteriaceae,mycobacteriaceae,1,mycobacteriaceae::n,n,10,,,
neohygrophorus,neohygrophorus,1,neohygrophorus::n,n,10,,,
nerva,nerva,1,nerva::n,n,10,,,
oceanic_bonito,oceanic bonito,1,oceanic_bonito::n,n,10,,,
parrys_pinyon,parrys pinyon,1,parrys_pinyon::n,n,10,,,
periclase,periclase,1,periclase::n,n,10,,,
phylloxeridae,phylloxeridae,1,phylloxeridae::n,n,10,,,
prostigmin,prostigmin,1,prostigmin::n,n,10,,,
protea,protea,1,protea::n,n,10,,,
pulmonary_trunk,pulmonary trunk,1,pulmonary_trunk::n,n,10,,,
pyinma,pyinma,1,pyinma::n,n,10,,,
red_jungle_fowl,red jungle fowl,1,red_jungle_fowl::n,n,10,,,
right_whale,right whale,1,right_whale::n,n,10,,,
rocephin,rocephin,1,rocephin::n,n,10,,,
rochelle_salt,rochelle salt,1,rochelle_salt::n,n,10,,,
rohypnol,rohypnol,1,rohypnol::n,n,10,,,
sandfly_fever,sandfly fever,1,sandfly_fever::n,n,10,,,
sapindales,sapindales,1,sapindales::n,n,10,,,
sciaenops,sciaenops,1,sciaenops::n,n,10,,,
sciaridae,sciaridae,1,sciaridae::n,n,10,,,
sclerotium,sclerotium,1,sclerotium::n,n,10,,,
scribbling_block,scribbling block,1,scribbling_block::n,n,10,,,
selaginella,selaginella,1,selaginella::n,n,10,,,
semicoke,semicoke,1,semicoke::n,n,10,,,
skin_over,skin over,1,skin_over::v,v,10,,,
sotho,sotho,2,sotho::a;sotho::n,a;n,10,,,
tambocor,tambocor,1,tambocor::n,n,10,,,
tulipwood,tulipwood,1,tulipwood::n,n,10,,,
west_northwest,west northwest,1,west_northwest::n,n,10,,,
wintergreen_oil,wintergreen oil,1,wintergreen_oil::n,n,10,,,
wrick,wrick,1,wrick::n,n,10,,,
yellow_green,yellow green,1,yellow_green::a,a,10,,,
zantac,zantac,1,zantac::n,n,10,,,
zocor,zocor,1,zocor::n,n,10,,,
zovirax,zovirax,1,zovirax::n,n,10,,,
acacia_catechu,acacia catechu,1,acacia_catechu::n,n,9,,,
achromycin,achromycin,1,achromycin::n,n,9,,,
acrilan,acrilan,1,acrilan::n,n,9,,,
actomyosin,actomyosin,1,actomyosin::n,n,9,,,
adrenal_medulla,adrenal medulla,1,adrenal_medulla::n,n,9,,,
alcaeus,alcaeus,1,alcaeus::n,n,9,,,
angora_goat,angora goat,1,angora_goat::n,n,9,,,
anisotremus,anisotremus,1,anisotremus::n,n,9,,,
antivert,antivert,1,antivert::n,n,9,,,
aphyllanthaceae,aphyllanthaceae,1,aphyllanthaceae::n,n,9,,,
apportioning,apportioning,1,apportioning::n,n,9,,,
aquilegia,aquilegia,1,aquilegia::n,n,9,,,
armhole,armhole,1,armhole::n,n,9,,,4.24
astilbe,astilbe,1,astilbe::n,n,9,,,
ativan,ativan,1,ativan::n,n,9,,,
atomic_mass,atomic mass,1,atomic_mass::n,n,9,,,
atrioventricular_bundle,atrioventricular bundle,1,atrioventricular_bundle::n,n,9,,,
azactam,azactam,1,azactam::n,n,9,,,
bairdiella,bairdiella,1,bairdiella::n,n,9,,,
bass_viol,bass viol,1,bass_viol::n,n,9,,,
bathsheba,bathsheba,1,bathsheba::n,n,9,,,
baycol,baycol,1,baycol::n,n,9,,,
bextra,bextra,1,bextra::n,n,9,,,
blephilia_celiata,blephilia celiata,1,blephilia_celiata::n,n,9,,,
book_jacket,book jacket,1,book_jacket::n,n,9,,,
botaurus_lentiginosus,botaurus lentiginosus,1,botaurus_lentiginosus::n,n,9,,,
bufferin,bufferin,1,bufferin::n,n,9,,,
camel_cavalry,camel cavalry,1,camel_cavalry::n,n,9,,,
caragana,caragana,1,caragana::n,n,9,,,
cast_away,cast away,1,cast_away::v,v,9,,,2.86
celebrex,celebrex,1,celebrex::n,n,9,,,
cercidium,cercidium,1,cercidium::n,n,9,,,
cerebroside,cerebroside,1,cerebroside::n,n,9,,,
chloromycetin,chloromycetin,1,chloromycetin::n,n,9,,,
claforan,claforan,1,claforan::n,n,9,,,
clethra,clethra,1,clethra::n,n,9,,,
clianthus,clianthus,1,clianthus::n,n,9,,,
clostridium_perfringens,clostridium perfringens,1,clostridium_perfringens::n,n,9,,,
clyde,clyde,1,clyde::n,n,9,,,
colorimeter,colorimeter,1,colorimeter::n,n,9,,,
coumadin,coumadin,1,coumadin::n,n,9,,,
creatine_phosphoric_acid,creatine phosphoric acid,1,creatine_phosphoric_acid::n,n,9,,,
crotalaria,crotalaria,1,crotalaria::n,n,9,,,
croton_oil,croton oil,1,croton_oil::n,n,9,,,
dead_season,dead season,1,dead_season::n,n,9,,,
degree_centigrade,degree centigrade,1,degree_centigrade::n,n,9,,,
degree_fahrenheit,degree fahrenheit,1,degree_fahrenheit::n,n,9,,,
desyrel,desyrel,1,desyrel::n,n,9,,,
diamagnetic,diamagnetic,1,diamagnetic::a,a,9,,,
diapensiaceae,diapensiaceae,1,diapensiaceae::n,n,9,,,
dillenia,dillenia,1,dillenia::n,n,9,,,
dolby,dolby,1,dolby::n,n,9,,,
dolobid,dolobid,1,dolobid::n,n,9,,,
double_jeopardy,double jeopardy,1,double_jeopardy::n,n,9,,,
dried_out,dried out,1,dried_out::a,a,9,,,
dynapen,dynapen,1,dynapen::n,n,9,,,
echinocactus,echinocactus,1,echinocactus::n,n,9,,,
elymus,elymus,1,elymus::n,n,9,,,
entolomataceae,entolomataceae,1,entolomataceae::n,n,9,,,
falkner,falkner,1,falkner::n,n,9,,,
flagyl,flagyl,1,flagyl::n,n,9,,,
forward_pass,forward pass,1,forward_pass::n,n,9,,,
galactose,galactose,1,galactose::n,n,9,,,
glucophage,glucophage,1,glucophage::n,n,9,,,
glucotrol,glucotrol,1,glucotrol::n,n,9,,,
go_after,go after,1,go_after::v,v,9,,,2.5
harrisburg,harrisburg,1,harrisburg::n,n,9,,,
helichrysum,helichrysum,1,helichrysum::n,n,9,,,
heliopsis,heliopsis,1,heliopsis::n,n,9,,,
hemerocallidaceae,hemerocallidaceae,1,hemerocallidaceae::n,n,9,,,
hygrophorus,hygrophorus,1,hygrophorus::n,n,9,,,
hypocreaceae,hypocreaceae,1,hypocreaceae::n,n,9,,,
inderal,inderal,1,inderal::n,n,9,,,
isuprel,isuprel,1,isuprel::n,n,9,,,
lactaid,lactaid,1,lactaid::n,n,9,,,
lasix,lasix,1,lasix::n,n,9,,,
leccinum,leccinum,1,leccinum::n,n,9,,,
license_plate,license plate,1,license_plate::n,n,9,,,4.89
liomys,liomys,1,liomys::n,n,9,,,
loasa,loasa,1,loasa::n,n,9,,,
lycopodium_complanatum,lycopodium complanatum,1,lycopodium_complanatum::n,n,9,,,
magnesium_carbonate,magnesium carbonate,1,magnesium_carbonate::n,n,9,,,
maguey,maguey,1,maguey::n,n,9,,,
major_general,major general,1,major_general::n,n,9,,,
make_believe,make believe,1,make_believe::v,v,9,,,
marasca,marasca,1,marasca::n,n,9,,,
marattiaceae,marattiaceae,1,marattiaceae::n,n,9,,,
mavik,mavik,1,mavik::n,n,9,,,
melopsittacus,melopsittacus,1,melopsittacus::n,n,9,,,
mesantoin,mesantoin,1,mesantoin::n,n,9,,,
metatarsus,metatarsus,1,metatarsus::n,n,9,,,
miltonia,miltonia,1,miltonia::n,n,9,,,
momotidae,momotidae,1,momotidae::n,n,9,,,
mountain_fern,mountain fern,1,mountain_fern::n,n,9,,,
movie_projector,movie projector,1,movie_projector::n,n,9,,,
multiplicative_inverse,multiplicative inverse,1,multiplicative_inverse::n,n,9,,,
niobium,niobium,1,niobium::n,n,9,,,
nux_vomica,nux vomica,1,nux_vomica::n,n,9,,,
odontoglossum,odontoglossum,1,odontoglossum::n,n,9,,,
oleandraceae,oleandraceae,1,oleandraceae::n,n,9,,,
oncovin,oncovin,1,oncovin::n,n,9,,,
orinase,orinase,1,orinase::n,n,9,,,
oruvail,oruvail,1,oruvail::n,n,9,,,
pathetic_fallacy,pathetic fallacy,1,pathetic_fallacy::n,n,9,,,
pepcid,pepcid,1,pepcid::n,n,9,,,
phenergan,phenergan,1,phenergan::n,n,9,,,
philippine_mahogany,philippine mahogany,1,philippine_mahogany::n,n,9,,,
phlomis,phlomis,1,phlomis::n,n,9,,,
physostegia,physostegia,1,physostegia::n,n,9,,,
pinaceae,pinaceae,1,pinaceae::n,n,9,,,
pipracil,pipracil,1,pipracil::n,n,9,,,
plaquenil,plaquenil,1,plaquenil::n,n,9,,,
prickle_cell,prickle cell,1,prickle_cell::n,n,9,,,
primula,primula,1,primula::n,n,9,,,
procardia,procardia,1,procardia::n,n,9,,,
proteaceae,proteaceae,1,proteaceae::n,n,9,,,
pteropus_hypomelanus,pteropus hypomelanus,1,pteropus_hypomelanus::n,n,9,,,
pull_back,pull back,1,pull_back::v,v,9,,,3.04
purinethol,purinethol,1,purinethol::n,n,9,,,
quarter_section,quarter section,1,quarter_section::n,n,9,,,
quira,quira,1,quira::n,n,9,,,
registered_post,registered post,1,registered_post::n,n,9,,,
retinene,retinene,1,retinene::n,n,9,,,
ribes_sanguineum,ribes sanguineum,1,ribes_sanguineum::n,n,9,,,
ritalin,ritalin,1,ritalin::n,n,9,,,4.69
saxifraga,saxifraga,1,saxifraga::n,n,9,,,
schizanthus,schizanthus,1,schizanthus::n,n,9,,,
second_year,second year,1,second_year::a,a,9,,,
single_channel,single channel,1,single_channel::a,a,9,,,
small_scale,small scale,1,small_scale::a,a,9,,,
sobralia,sobralia,1,sobralia::n,n,9,,,
soybean_milk,soybean milk,1,soybean_milk::n,n,9,,,
spalacidae,spalacidae,1,spalacidae::n,n,9,,,
stalinabad,stalinabad,1,stalinabad::n,n,9,,,
stelis,stelis,1,stelis::n,n,9,,,
supraorbital_vein,supraorbital vein,1,supraorbital_vein::n,n,9,,,
surmontil,surmontil,1,surmontil::n,n,9,,,
todidae,todidae,1,todidae::n,n,9,,,
tolu_balsam,tolu balsam,1,tolu_balsam::n,n,9,,,
topgallant_mast,topgallant mast,1,topgallant_mast::n,n,9,,,
trapa,trapa,1,trapa::n,n,9,,,
viagra,viagra,1,viagra::n,n,9,,,
vice_admiral,vice admiral,1,vice_admiral::n,n,9,,,
virazole,virazole,1,virazole::n,n,9,,,
wild_geranium,wild geranium,1,wild_geranium::n,n,9,,,
yellowwood,yellowwood,1,yellowwood::n,n,9,,,
zinc_oxide,zinc oxide,1,zinc_oxide::n,n,9,,,
acaridae,acaridae,1,acaridae::n,n,8,,,
achillea,achillea,1,achillea::n,n,8,,,
acrocephalus,acrocephalus,1,acrocephalus::n,n,8,,,
aeschynanthus,aeschynanthus,1,aeschynanthus::n,n,8,,,
aldactone,aldactone,1,aldactone::n,n,8,,,
aldomet,aldomet,1,aldomet::n,n,8,,,
altace,altace,1,altace::n,n,8,,,
ammonium_carbonate,ammonium carbonate,1,ammonium_carbonate::n,n,8,,,
ampere_second,ampere second,1,ampere_second::n,n,8,,,
axial_flow_turbine,axial flow turbine,1,axial_flow_turbine::n,n,8,,,
bessemer,bessemer,1,bessemer::n,n,8,,,
black_locust,black locust,1,black_locust::n,n,8,,,4.93
bony_labyrinth,bony labyrinth,1,bony_labyrinth::n,n,8,,,
breed_line,breed line,1,breed_line::n,n,8,,,
burgoyne,burgoyne,1,burgoyne::n,n,8,,,
buspar,buspar,1,buspar::n,n,8,,,
cadastral_value,cadastral value,1,cadastral_value::n,n,8,,,
calanthe,calanthe,1,calanthe::n,n,8,,,
cambria,cambria,1,cambria::n,n,8,,,
canonist,canonist,1,canonist::a,a,8,,,
capros,capros,1,capros::n,n,8,,,
carbamic_acid,carbamic acid,1,carbamic_acid::n,n,8,,,
cardizem,cardizem,1,cardizem::n,n,8,,,
carissa,carissa,1,carissa::n,n,8,,,
cartagena_bark,cartagena bark,1,cartagena_bark::n,n,8,,,
cascara_buckthorn,cascara buckthorn,1,cascara_buckthorn::n,n,8,,,
catapres,catapres,1,catapres::n,n,8,,,
catch_sight,catch sight,1,catch_sight::v,v,8,,,
ceratopteris,ceratopteris,1,ceratopteris::n,n,8,,,
ceresin,ceresin,1,ceresin::n,n,8,,,
chainlike,chainlike,1,chainlike::a,a,8,,,
churidars,churidars,1,churidars::n,n,8,,,
cialis,cialis,1,cialis::n,n,8,,,
corixidae,corixidae,1,corixidae::n,n,8,,,
corozo,corozo,1,corozo::n,n,8,,,
cortinariaceae,cortinariaceae,1,cortinariaceae::n,n,8,,,
cupids_bow,cupids bow,1,cupids_bow::n,n,8,,,
cyanamide,cyanamide,1,cyanamide::n,n,8,,,
cyclades,cyclades,1,cyclades::n,n,8,,,
cypripedium,cypripedium,1,cypripedium::n,n,8,,,
dalmane,dalmane,1,dalmane::n,n,8,,,
davallia,davallia,1,davallia::n,n,8,,,
davalliaceae,davalliaceae,1,davalliaceae::n,n,8,,,
dc_motor,dc motor,1,dc_motor::n,n,8,,,
deutzia,deutzia,1,deutzia::n,n,8,,,
dexedrine,dexedrine,1,dexedrine::n,n,8,,,
dimetane,dimetane,1,dimetane::n,n,8,,,
dioon,dioon,1,dioon::n,n,8,,,
disk_brake,disk brake,1,disk_brake::n,n,8,,,
diuril,diuril,1,diuril::n,n,8,,,
doorhandle,doorhandle,1,doorhandle::n,n,8,,,4.82
dracontium,dracontium,1,dracontium::n,n,8,,,
drum_brake,drum brake,1,drum_brake::n,n,8,,,
ebenales,ebenales,1,ebenales::n,n,8,,,
erik_von_willebrand,erik von willebrand,1,erik_von_willebrand::n,n,8,,,
european_raspberry,european raspberry,1,european_raspberry::n,n,8,,,
external_iliac_artery,external iliac artery,1,external_iliac_artery::n,n,8,,,
extravasation,extravasation,1,extravasation::n,n,8,,,
fasciolidae,fasciolidae,1,fasciolidae::n,n,8,,,
fermat,fermat,1,fermat::n,n,8,,,
field_gun,field gun,1,field_gun::n,n,8,,,
fissurellidae,fissurellidae,1,fissurellidae::n,n,8,,,
flaxedil,flaxedil,1,flaxedil::n,n,8,,,
flexeril,flexeril,1,flexeril::n,n,8,,,
frigg,frigg,1,frigg::n,n,8,,,
frunze,frunze,1,frunze::n,n,8,,,
full_stop,full stop,1,full_stop::n,n,8,,,3.44
fulvicin,fulvicin,1,fulvicin::n,n,8,,,
garamycin,garamycin,1,garamycin::n,n,8,,,
garden_webworm,garden webworm,1,garden_webworm::n,n,8,,,
genipa,genipa,1,genipa::n,n,8,,,
german_language,german language,1,german_language::n,n,8,,,
guard_hair,guard hair,1,guard_hair::n,n,8,,,
gula,gula,1,gula::n,n,8,,,
haldol,haldol,1,haldol::n,n,8,,,
helvella,helvella,1,helvella::n,n,8,,,
hermaphroditus,hermaphroditus,1,hermaphroditus::n,n,8,,,
hexalectris,hexalectris,1,hexalectris::n,n,8,,,
high_dudgeon,high dudgeon,1,high_dudgeon::n,n,8,,,
hospital_attendant,hospital attendant,1,hospital_attendant::n,n,8,,,
hottonia,hottonia,1,hottonia::n,n,8,,,
hydrangeaceae,hydrangeaceae,1,hydrangeaceae::n,n,8,,,
hygeia,hygeia,1,hygeia::n,n,8,,,
hygrocybe,hygrocybe,1,hygrocybe::n,n,8,,,
hyperstat,hyperstat,1,hyperstat::n,n,8,,,
imuran,imuran,1,imuran::n,n,8,,,
inga,inga,1,inga::n,n,8,,,
isordil,isordil,1,isordil::n,n,8,,,
ixodes_dentatus,ixodes dentatus,1,ixodes_dentatus::n,n,8,,,
ixodes_spinipalpis,ixodes spinipalpis,1,ixodes_spinipalpis::n,n,8,,,
izanami,izanami,1,izanami::n,n,8,,,
jerome,jerome,1,jerome::n,n,8,,,
jockey_shorts,jockey shorts,1,jockey_shorts::n,n,8,,,
kongo,kongo,1,kongo::n,n,8,,,
late_blight,late blight,1,late_blight::n,n,8,,,
lecanopteris,lecanopteris,1,lecanopteris::n,n,8,,,
leguminous_plant,leguminous plant,1,leguminous_plant::n,n,8,,,
leonidas,leonidas,1,leonidas::n,n,8,,,
levitra,levitra,1,levitra::n,n,8,,,
lobelia,lobelia,1,lobelia::n,n,8,,,
lopid,lopid,1,lopid::n,n,8,,,
low_altitude,low altitude,1,low_altitude::a,a,8,,,
loxostege_similalis,loxostege similalis,1,loxostege_similalis::n,n,8,,,
luluabourg,luluabourg,1,luluabourg::n,n,8,,,
lycopodium_lucidulum,lycopodium lucidulum,1,lycopodium_lucidulum::n,n,8,,,
make_full,make full,1,make_full::v,v,8,,,
maranta,maranta,1,maranta::n,n,8,,,
married_man,married man,1,married_man::n,n,8,,,
maxillaria,maxillaria,1,maxillaria::n,n,8,,,
mecholyl,mecholyl,1,mecholyl::n,n,8,,,
meclomen,meclomen,1,meclomen::n,n,8,,,
mellaril,mellaril,1,mellaril::n,n,8,,,
mitra,mitra,1,mitra::n,n,8,,,
mountain_mint,mountain mint,1,mountain_mint::n,n,8,,,
move_ahead,move ahead,1,move_ahead::v,v,8,,,
mucuna,mucuna,1,mucuna::n,n,8,,,
muscari,muscari,1,muscari::n,n,8,,,
mysoline,mysoline,1,mysoline::n,n,8,,,
nalline,nalline,1,nalline::n,n,8,,,
narcan,narcan,1,narcan::n,n,8,,,
nebcin,nebcin,1,nebcin::n,n,8,,,
nolle_prosequi,nolle prosequi,1,nolle_prosequi::v,v,8,,,
normandie,normandie,1,normandie::n,n,8,,,
